timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
11,-0.005493,-0.168945,0.911743,-1.464844,-7.873535,16.235352
21,-0.014893,-0.230957,0.874390,-1.464844,-8.239746,16.174316
31,0.072388,-0.200439,0.866211,-1.525879,-8.178711,16.113281
40,0.090088,-0.280396,0.880005,-1.953125,-8.728027,16.662598
52,0.109253,-0.026001,1.062988,-3.051758,-9.155273,17.883301
62,0.112427,-0.078735,1.093018,-2.685547,-9.399414,17.761230
71,0.042725,-0.134277,1.105713,-1.647949,-9.887695,15.930176
81,0.089355,-0.227051,1.057739,-1.098633,-10.620117,12.695313
91,0.111694,-0.178955,0.956543,-1.403809,-11.901855,9.643555
101,0.068604,-0.021362,1.008301,-2.502441,-13.000488,7.202148
113,-0.034912,-0.086304,1.058594,-2.441406,-13.305664,3.417969
123,0.037598,-0.169556,1.029663,-2.563477,-13.122559,1.953125
132,0.108154,-0.022827,0.976807,-2.380371,-13.488770,0.000000
142,0.085449,-0.105103,0.962646,-1.831055,-14.404297,-1.770020
152,0.120483,-0.226929,0.983521,-0.671387,-15.014648,-2.685547
161,0.103638,-0.212769,0.934692,-0.183105,-15.136719,-2.868652
171,0.016968,-0.278442,0.834717,-0.366211,-14.770508,-2.319336
180,-0.024780,-0.212280,0.848389,-1.220703,-14.404297,-1.281738
192,-0.128906,-0.291992,0.950439,-2.014160,-12.634277,1.831055
202,-0.091187,-0.323364,0.859253,-2.563477,-12.695313,2.075195
212,-0.059570,-0.210937,0.878784,-3.662109,-12.634277,2.563477
222,-0.046997,-0.091187,0.915894,-4.638672,-12.512207,2.929688
232,-0.052002,-0.106079,0.943115,-4.516602,-12.084961,2.990723
242,-0.014160,-0.156982,1.005249,-4.150391,-11.779785,2.258301
251,0.056274,-0.102783,1.011719,-3.051758,-12.084961,-0.122070
261,0.064941,-0.168945,0.959473,-2.990723,-12.390137,-1.037598
271,0.004517,-0.064697,0.995117,-3.051758,-12.878418,-1.892090
281,-0.019897,-0.126099,0.953491,-2.929688,-12.878418,-2.502441
291,-0.020386,-0.084229,1.010742,-2.685547,-12.817383,-3.173828
