timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
11,-0.000122,-0.005493,1.140869,-1.342773,3.417969,3.723145
21,-0.030273,-0.149658,0.987427,-0.610352,3.295898,2.868652
31,0.023926,-0.085937,1.055664,-0.366211,2.258301,1.403809
41,0.007446,-0.170410,0.914307,-0.671387,1.647949,0.488281
51,0.023804,-0.030273,1.001831,-1.037598,1.159668,0.061035
63,-0.004272,-0.068604,0.974121,-0.610352,2.258301,0.427246
73,0.014160,-0.100464,1.027222,-0.610352,2.014160,0.305176
83,0.021729,-0.155762,0.865112,-0.610352,1.953125,-0.122070
93,0.044922,0.006226,1.030396,-1.098633,1.647949,0.244141
102,-0.029053,-0.086426,0.913574,-1.098633,1.159668,0.610352
112,-0.031738,0.040283,1.066162,-1.037598,1.403809,0.793457
122,-0.025513,-0.061523,1.052368,-0.610352,2.075195,0.976562
131,0.004150,-0.116943,0.931274,-0.061035,1.647949,0.244141
141,0.033325,-0.184570,0.837402,-0.671387,0.793457,0.183105
152,-0.020142,-0.118652,0.892456,-1.159668,1.159668,1.342773
162,-0.015869,-0.182007,0.873901,-1.586914,1.892090,3.417969
172,-0.015991,-0.113037,0.936157,-2.014160,2.746582,5.249023
181,-0.026611,-0.154663,0.878174,-2.441406,2.258301,6.958008
191,-0.010986,-0.060547,0.942017,-2.929688,2.014160,8.361816
201,-0.021851,-0.123779,0.922852,-3.295898,2.075195,10.070801
212,-0.061279,0.000366,1.157715,-3.112793,2.380371,10.009766
222,-0.048706,-0.052246,1.124023,-2.258301,2.563477,9.216309
232,0.000977,0.007690,1.133545,-1.159668,2.014160,7.995605
241,0.048706,-0.230835,1.024780,-0.244141,1.586914,6.286621
251,0.030518,-0.186646,0.892334,-0.122070,1.159668,4.882812
261,0.036133,-0.188965,0.960327,-0.732422,-0.122070,4.882812
271,-0.000366,-0.151611,0.946045,-2.258301,0.366211,7.507324
280,-0.056519,0.069580,1.120605,-1.586914,3.479004,8.666992
291,-0.077637,-0.092896,1.082886,-1.464844,1.464844,9.216309
301,-0.060303,-0.122803,1.045898,-0.793457,1.708984,7.446289
311,-0.061035,-0.249023,0.945190,-0.732422,1.159668,5.920410
321,-0.019897,-0.072144,0.988892,-1.403809,0.610352,4.211426
331,-0.068115,-0.082275,0.966064,-2.197266,0.427246,3.479004
341,-0.026367,0.010376,0.990723,-2.807617,0.671387,3.417969
352,0.031250,-0.064941,0.968262,-2.807617,0.732422,3.051758
362,0.050415,-0.028198,0.995361,-3.234863,0.366211,2.746582
371,0.048218,-0.037964,0.959473,-3.601074,-0.488281,1.831055
381,0.008423,0.110107,1.049683,-3.479004,-0.244141,0.671387
391,0.023682,-0.000610,1.031616,-2.990723,-0.732422,-0.427246
401,0.061890,-0.002808,1.024048,-2.380371,-0.549316,-2.014160
413,0.047119,-0.046875,0.978882,-2.014160,-2.441406,-6.164551
423,0.052979,-0.055176,0.889526,-2.014160,-2.624512,-6.774902
432,0.063599,-0.100464,0.895996,-2.075195,-2.136230,-6.896973
442,0.033691,-0.181274,0.824219,-2.136230,-2.258301,-6.713867
452,0.056396,-0.123047,0.827271,-2.807617,-2.807617,-5.981445
461,0.049683,-0.028320,1.048584,-3.356934,-1.464844,-4.394531
471,0.012939,-0.033325,0.978882,-3.417969,-1.342773,-3.356934
481,0.321411,-0.251343,1.066406,-2.624512,-1.403809,-1.281738
491,0.357666,-0.757935,1.017090,-2.197266,-5.798340,-0.366211
501,-0.344116,0.008667,0.878174,-1.403809,-6.591797,0.305176
512,-0.295898,-0.120972,0.679810,0.732422,-3.234863,1.770020
521,0.002563,-0.339844,0.878296,1.586914,0.427246,4.638672
531,0.119995,-0.434326,0.943359,0.244141,1.525879,7.324219
541,-0.025391,0.013550,1.071167,-2.319336,-0.793457,7.568359
551,-0.319702,0.085693,1.026489,-2.868652,-1.892090,6.774902
561,0.020874,-0.261597,0.905029,-1.831055,0.732422,6.591797
572,0.011475,-0.228882,0.905273,-3.234863,-0.427246,5.859375
581,0.064331,0.100830,1.084961,-4.638672,-0.732422,6.164551
591,0.062744,-0.044434,1.137695,-4.882812,-0.244141,7.812500
601,0.126099,0.024780,1.121460,-3.845215,-0.366211,7.385254
611,0.112793,-0.031494,1.195435,-2.563477,-1.403809,6.286621
623,0.149536,-0.059326,1.177002,-2.380371,-3.845215,1.647949
633,0.200928,-0.026001,1.100708,-2.380371,-4.943848,0.061035
642,0.173096,-0.142090,0.879272,-1.708984,-6.286621,-1.525879
652,0.172974,-0.044922,0.927490,-1.342773,-7.263184,-2.197266
662,0.181274,-0.134644,0.854004,-1.525879,-7.690430,-3.295898
671,0.162842,-0.028198,1.009888,-2.197266,-7.812500,-3.967285
681,0.088989,0.058594,1.064453,-2.685547,-8.544922,-4.943848
693,0.005493,-0.077515,0.925049,-1.098633,-9.277344,-7.812500
703,-0.047852,-0.187134,0.833862,-0.976562,-9.277344,-10.192871
713,-0.007813,-0.187744,0.785645,-2.319336,-9.216309,-12.207031
722,-0.010864,-0.044067,0.878540,-3.723145,-9.094238,-13.671875
732,0.001709,0.138428,1.007446,-4.882812,-9.033203,-14.648438
741,0.064697,0.128418,1.083618,-4.150391,-8.544922,-13.977051
751,0.108643,0.089478,1.093506,-2.868652,-8.178711,-13.977051
763,0.107910,0.017090,1.019409,-2.014160,-8.911133,-13.244629
773,0.191895,-0.027710,1.071533,-1.831055,-8.911133,-13.366699
782,-0.018188,-0.164795,0.966675,-1.159668,-8.483887,-12.817383
792,-0.080566,-0.136475,0.922485,-1.037598,-7.629395,-13.000488
802,-0.004028,-0.197388,0.786255,-0.793457,-6.713867,-14.831543
812,0.076782,-0.313232,0.804565,-0.976562,-7.019043,-17.822266
821,-0.078735,-0.249756,0.832397,-2.563477,-8.850098,-21.850586
831,-0.120361,0.000000,0.925171,-3.417969,-8.911133,-26.123047
841,-0.133545,0.050171,1.089844,-2.685547,-7.080078,-26.794434
851,-0.017700,-0.012817,0.908447,-2.624512,-5.249023,-25.695801
861,-0.029175,-0.053711,0.978638,-2.624512,-4.760742,-24.658203
871,-0.104248,-0.065796,0.914429,-2.502441,-3.784180,-23.437500
881,-0.086792,0.055786,0.976318,-2.563477,-2.258301,-22.033691
891,-0.043823,0.020142,1.126953,-1.831055,-1.159668,-21.301270
901,-0.101196,-0.137451,1.037842,-0.976562,-0.671387,-19.226074
911,-0.070068,-0.090942,1.095337,-0.549316,-0.061035,-17.639160
921,-0.045776,-0.114380,0.818604,-1.342773,0.854492,-15.014648
931,-0.020630,-0.151611,0.880981,-2.197266,1.708984,-11.901855
941,-0.055908,-0.092651,0.998901,-2.990723,3.234863,-7.873535
951,0.010742,0.037231,1.187866,-3.295898,4.821777,-3.967285
961,-0.011719,-0.106445,1.175659,-2.868652,5.737305,-0.854492
971,-0.064453,0.058228,1.139648,-2.563477,5.310059,4.089355
982,-0.197754,-0.215698,0.890381,-2.136230,6.103516,4.516602
992,-0.151245,-0.023804,1.024658,-2.746582,7.019043,4.882812
1001,-0.219971,-0.078735,1.099731,-2.319336,6.530762,4.577637
1011,-0.204590,0.132812,1.117065,-1.953125,6.530762,4.211426
1021,-0.072510,0.038574,1.203857,-0.854492,7.812500,5.187988
1031,-0.023437,-0.146973,0.940918,0.061035,7.995605,6.164551
1043,-0.075439,-0.176758,1.003540,0.244141,7.812500,8.666992
1053,-0.049194,-0.047363,1.007324,0.366211,7.751465,9.765625
1062,-0.026733,-0.020386,1.118286,1.159668,8.605957,9.948730
1072,-0.100586,-0.341675,0.880371,2.258301,7.812500,9.155273
1081,-0.117554,-0.379150,0.734985,1.892090,7.263184,7.385254
1091,-0.051636,-0.343872,0.663574,0.671387,7.019043,5.310059
1102,-0.049683,-0.281372,0.766357,-1.342773,6.164551,3.479004
1111,-0.059570,-0.079224,0.811646,-2.563477,5.981445,2.075195
1121,-0.028076,0.067017,0.982300,-1.831055,6.774902,2.441406
1131,0.071655,-0.032349,0.961304,-1.953125,6.286621,2.685547
1141,0.018066,-0.058228,0.982666,-1.953125,5.737305,2.319336
1151,-0.029663,-0.046387,0.950562,-1.708984,5.493164,2.319336
1161,-0.001587,0.089233,1.127197,-1.342773,5.798340,1.831055
1171,-0.014893,-0.036499,1.042358,-0.671387,5.859375,0.549316
1181,-0.027832,-0.111206,1.049072,-0.305176,4.943848,-3.051758
1190,-0.034668,-0.012939,1.101563,0.000000,4.760742,-5.065918
1201,-0.025146,-0.063232,0.999023,-0.061035,4.150391,-6.469727
1211,-0.007324,-0.076538,1.051270,0.061035,4.150391,-7.446289
1221,-0.016968,-0.188843,0.954834,0.122070,4.577637,-7.202148
1231,0.062622,-0.114624,1.078613,-0.122070,4.699707,-7.202148
1241,0.006592,-0.169434,0.989868,-0.427246,4.821777,-6.408691
1251,0.035889,-0.036865,1.064209,-0.488281,5.737305,-3.051758
1262,-0.012573,-0.102295,1.093262,0.183105,6.591797,-0.488281
1272,-0.054687,0.038574,1.142944,0.671387,7.507324,1.159668
1281,-0.114380,-0.069214,1.068115,0.427246,6.774902,2.258301
1292,-0.115601,-0.146851,0.941162,0.671387,7.507324,3.417969
1301,-0.047241,-0.042603,0.966309,0.305176,7.202148,4.211426
1311,-0.035645,-0.163818,0.903320,-0.244141,7.690430,6.103516
1323,-0.032227,0.191772,1.210938,-0.915527,7.995605,10.498047
1333,-0.041504,0.022583,1.093262,-0.488281,9.094238,13.427734
1342,0.007568,0.060181,1.198486,0.427246,9.399414,14.770508
1351,0.002563,-0.016113,1.084351,1.403809,9.094238,14.831543
1361,0.006226,-0.367676,0.843140,1.647949,8.178711,14.831543
1371,0.041260,-0.387573,0.653564,0.305176,7.141113,14.038086
1381,0.030151,-0.169312,0.703003,-2.258301,5.859375,13.427734
1393,0.026978,0.044434,1.048462,-4.699707,5.920410,14.160156
1403,-0.032593,0.102051,1.164307,-3.540039,5.798340,14.404297
1412,-0.068848,0.014404,0.990601,-2.197266,5.004883,13.549805
1422,-0.009644,-0.089478,0.983398,-0.854492,4.516602,12.145996
1431,-0.063354,-0.169678,0.858887,-0.427246,3.784180,10.253906
1441,-0.071899,-0.089111,0.851440,-0.793457,3.295898,8.789063
1452,-0.048096,-0.003906,0.991699,-0.671387,3.662109,7.751465
1461,-0.024902,-0.082153,1.077148,1.037598,3.906250,7.202148
1471,-0.028564,-0.167725,0.924805,1.342773,3.784180,6.591797
1481,-0.013062,-0.204712,0.877197,0.854492,3.417969,5.859375
1491,0.072632,-0.091187,0.912109,0.183105,3.540039,5.798340
1501,0.073364,-0.148804,1.000488,-0.061035,3.112793,5.371094
1510,0.041870,-0.103638,1.003906,0.000000,2.502441,4.882812
1521,0.055542,-0.095581,1.007446,-0.183105,2.258301,4.333496
1533,0.105469,-0.148804,1.041870,-0.976562,1.464844,3.662109
1543,0.106201,-0.125488,0.977539,-1.281738,0.488281,3.173828
1552,0.109619,-0.067261,1.095825,-1.037598,1.037598,3.112793
1562,0.111816,-0.180664,1.121582,-0.671387,0.488281,3.173828
1571,0.067017,-0.171631,0.979004,-0.854492,0.366211,3.234863
1581,0.033325,-0.026001,1.064575,-0.976562,-0.122070,3.479004
1591,0.003784,-0.154053,1.040771,-0.915527,-0.305176,3.234863
1601,-0.044067,-0.161133,1.036865,-1.220703,0.427246,4.455566
1612,-0.008667,-0.078125,1.031250,-1.831055,1.037598,5.737305
1622,0.101807,-0.038452,1.095459,-1.953125,0.915527,7.202148
1631,0.035156,-0.063354,1.063477,-1.586914,0.793457,7.568359
1641,-0.024048,-0.174683,0.932251,-1.953125,-0.183105,8.239746
1651,-0.016113,0.006592,1.018311,-2.502441,-0.854492,8.483887
1661,-0.030029,-0.066406,1.080566,-2.807617,-0.732422,9.094238
1673,-0.037598,0.058350,0.990356,-3.479004,-0.793457,10.986328
1682,-0.005981,-0.009399,0.931152,-2.990723,0.061035,12.817383
1692,0.048096,-0.062012,0.877197,-2.563477,-0.061035,13.854980
1701,0.021484,-0.141235,0.894653,-2.380371,-1.098633,14.587402
1711,0.039063,-0.053467,0.971558,-2.258301,-1.525879,15.563965
1721,0.023804,0.050781,1.067749,-1.525879,-1.037598,16.113281
1731,0.045532,-0.119385,1.022827,-0.183105,-0.976562,16.418457
1740,0.020874,-0.172119,0.953857,0.183105,-2.014160,12.878418
1752,-0.025146,-0.202271,0.814087,-0.610352,-3.723145,10.803223
1762,-0.005127,-0.133911,0.869263,-0.976562,-4.394531,7.812500
1771,0.012085,-0.156982,0.921631,-0.976562,-4.882812,5.859375
1781,0.015381,-0.186157,0.923340,-1.098633,-5.249023,3.967285
1791,0.067505,-0.140747,0.896484,-1.647949,-5.004883,2.746582
1801,0.067139,-0.095337,0.939819,-2.502441,-5.493164,2.258301
1811,0.083618,0.045898,1.106934,-2.746582,-5.126953,1.342773
1822,0.052124,-0.033813,1.182251,-1.525879,-6.042480,-0.244141
