timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
11,0.124634,-0.038086,1.064697,-1.586914,-0.488281,13.000488
21,0.075562,-0.161621,1.052246,-1.647949,-0.244141,12.512207
31,0.106934,-0.096558,1.094238,-1.892090,-0.488281,11.474609
41,0.067749,-0.096680,1.043823,-1.953125,-1.708984,8.422852
51,0.158569,-0.071045,1.044189,-1.647949,-2.807617,7.324219
61,0.170532,-0.152710,1.015991,-2.136230,-4.333496,6.225586
71,0.160645,-0.080688,1.016479,-2.258301,-4.699707,5.493164
81,0.175537,-0.113647,0.914551,-2.502441,-5.065918,4.577637
91,0.185425,-0.148560,0.971191,-3.112793,-6.530762,3.723145
101,0.186279,-0.109863,1.018188,-3.479004,-6.591797,2.563477
111,0.192505,-0.075562,0.949463,-3.723145,-7.141113,0.610352
122,0.144775,-0.035400,1.069214,-3.479004,-9.338379,-0.854492
132,0.160278,0.054443,1.176392,-2.868652,-9.094238,-2.136230
142,0.178467,0.029297,1.134521,-2.136230,-9.338379,-3.967285
151,0.171143,0.002930,1.059814,-1.831055,-9.582520,-6.164551
161,0.148315,-0.019043,0.996460,-1.342773,-11.535645,-8.605957
171,0.132812,-0.125732,0.934570,-0.549316,-11.718750,-11.840820
181,0.076660,-0.111572,1.003418,-0.671387,-11.962891,-16.418457
191,0.051514,-0.111328,1.001221,-0.610352,-11.047363,-17.700195
201,0.128540,-0.145264,0.989502,-0.549316,-11.840820,-19.531250
211,0.073608,-0.220093,0.949829,-0.488281,-12.634277,-20.935059
221,0.087524,-0.138062,1.037720,-0.366211,-12.573242,-22.460937
231,0.065308,-0.112061,1.056396,0.000000,-12.329102,-23.620605
241,0.053101,-0.089478,0.984375,0.671387,-11.657715,-24.291992
253,0.054077,-0.217285,0.923584,2.014160,-11.596680,-24.414062
263,0.061035,-0.136230,0.938721,1.586914,-10.925293,-22.949219
273,0.015503,-0.068970,0.938599,1.098633,-9.399414,-20.507812
282,-0.109009,-0.064087,1.010986,0.854492,-7.690430,-17.639160
292,-0.164185,-0.023071,0.998169,1.098633,-6.042480,-14.282227
301,-0.221802,-0.137329,0.978516,1.159668,-4.882812,-11.352539
311,-0.182129,-0.082886,1.002319,0.915527,-3.295898,-8.728027
321,-0.194458,-0.179321,0.954468,0.488281,-0.183105,-3.906250
331,-0.186401,-0.007935,0.999390,-0.549316,-0.122070,0.183105
341,-0.163086,-0.152832,0.965332,0.305176,2.624512,3.784180
351,-0.101685,-0.141235,0.864868,0.671387,3.845215,7.507324
361,-0.062622,-0.284546,0.734253,0.488281,3.662109,11.718750
371,-0.112061,-0.281006,0.737793,-0.549316,4.211426,16.357422
381,-0.133179,-0.178467,0.823486,-1.403809,5.249023,21.545410
393,-0.120239,0.000854,1.098511,-2.868652,8.789063,32.043457
403,-0.164307,-0.102905,1.071899,-2.441406,8.850098,36.010742
413,-0.129028,-0.230835,1.082397,-1.403809,9.216309,38.635254
422,-0.021362,-0.235474,1.014282,-1.281738,9.338379,39.978027
432,-0.062988,-0.166016,0.956055,-1.647949,7.812500,40.344238
442,-0.058594,-0.162964,0.960205,-1.647949,5.249023,40.466309
452,-0.102539,-0.160522,0.945923,-1.159668,5.798340,40.710449
461,-0.048706,-0.159546,0.914307,-0.732422,4.150391,40.832520
471,-0.053467,-0.275024,0.900879,-1.037598,5.065918,40.405273
481,-0.048950,-0.192261,0.925781,-2.258301,3.417969,40.405273
491,-0.027344,-0.191650,0.938843,-2.746582,2.258301,39.611816
502,0.000977,-0.130005,0.938232,-2.929688,1.586914,38.208008
511,-0.015869,-0.175903,0.996460,-3.234863,0.244141,36.499023
521,0.013428,-0.200195,1.066772,-3.723145,-1.159668,34.362793
531,0.050049,-0.133911,1.075684,-3.967285,-2.746582,30.212402
542,0.132202,-0.195801,0.931274,-4.211426,-5.126953,28.686523
552,0.117676,-0.146729,0.953369,-4.516602,-6.530762,27.099609
562,0.071411,-0.140259,1.066895,-5.249023,-7.507324,25.756836
571,0.054565,-0.074707,1.116089,-5.493164,-8.117676,24.597168
581,0.042725,-0.052612,1.169312,-5.004883,-8.300781,23.315430
