timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
10,-0.106567,-0.137817,1.122070,0.305176,8.178711,9.643555
20,-0.109375,-0.059814,1.203613,0.610352,7.934570,8.728027
30,-0.092529,-0.044922,1.127075,2.197266,7.690430,6.408691
41,-0.010864,-0.194946,0.864990,2.380371,6.469727,4.943848
50,0.031250,-0.246460,0.798340,1.525879,5.615234,4.516602
61,-0.012207,-0.166992,0.866943,0.793457,5.859375,5.737305
70,-0.004028,-0.010620,0.935059,0.122070,6.225586,7.507324
80,-0.002075,-0.166138,0.967651,0.183105,7.202148,9.521484
90,0.008911,-0.197998,0.946045,0.732422,7.324219,10.498047
101,0.043945,-0.214722,1.036743,1.159668,6.896973,10.009766
111,0.047729,-0.201050,1.031128,-0.122070,6.652832,8.789063
121,0.063965,-0.087280,1.044067,-0.061035,5.554199,7.934570
130,0.049316,-0.126465,1.034790,0.244141,4.821777,7.080078
140,0.052490,-0.201782,0.976318,0.183105,4.211426,5.981445
150,-0.001587,-0.180298,0.997559,-0.427246,4.028320,5.004883
160,0.004395,-0.113037,1.077393,-1.037598,3.601074,4.211426
171,0.086914,-0.091553,1.020264,-1.037598,3.295898,4.272461
181,0.114136,-0.117310,1.083740,-0.732422,3.051758,4.028320
190,0.091309,-0.143677,1.023193,-0.610352,2.380371,3.906250
200,0.062500,-0.121094,1.010986,-1.098633,1.953125,3.417969
211,0.077393,-0.094116,1.040649,-0.976562,1.525879,3.112793
220,0.112793,-0.197632,0.979858,-0.488281,1.831055,3.173828
232,0.129517,-0.277710,0.924927,-1.708984,-0.244141,2.136230
241,-0.013672,-0.110840,1.051270,-1.647949,-0.732422,1.464844
251,0.016846,-0.140015,1.020142,-0.671387,-0.244141,0.976562
261,0.073120,-0.209717,1.085571,-0.061035,0.671387,0.671387
270,0.012695,-0.182739,1.133789,-0.183105,0.305176,-0.549316
280,-0.004517,-0.095825,1.115479,0.000000,-0.610352,-2.441406
291,-0.007690,-0.065186,1.130737,1.037598,-0.488281,-4.394531
301,0.054077,-0.229248,1.003906,1.647949,-0.732422,-7.202148
310,0.149536,-0.194214,0.863647,0.366211,-2.136230,-7.690430
320,0.045166,-0.078003,0.884521,-0.427246,-2.502441,-7.263184
331,0.043091,-0.103760,0.827515,-0.549316,-1.525879,-6.042480
340,0.051514,-0.193359,0.809204,-0.732422,-0.671387,-4.577637
350,-0.001953,-0.212524,0.911133,-0.732422,-0.244141,-3.173828
360,-0.031372,-0.051270,1.021606,-0.549316,0.183105,-2.807617
370,-0.083130,-0.129639,1.002563,0.183105,0.671387,-3.051758
382,-0.049927,-0.183472,1.081421,0.854492,1.159668,-5.859375
391,-0.074829,-0.255005,0.925659,1.220703,0.854492,-6.958008
401,-0.051147,-0.202637,0.907593,0.183105,0.671387,-7.690430
410,-0.072144,-0.157715,0.971924,-0.732422,1.220703,-7.690430
420,-0.072388,-0.030029,0.968994,-1.403809,2.258301,-7.629395
431,-0.026611,-0.026489,1.047485,-1.525879,3.112793,-7.263184
441,0.010254,-0.077759,1.063721,-1.403809,3.723145,-6.896973
451,0.056885,-0.089844,0.953247,-0.427246,2.502441,-7.568359
460,0.043945,-0.093872,0.972046,-0.305176,1.647949,-8.300781
470,0.227417,-0.189697,0.935181,-0.183105,0.915527,-7.873535
481,0.163208,-0.101074,0.968872,-0.427246,-0.854492,-10.620117
491,-0.103394,-0.056885,1.094849,-0.732422,-0.549316,-10.925293
501,-0.115112,-0.049683,1.131958,-0.610352,3.051758,-8.666992
511,0.055664,-0.141357,1.036987,-0.305176,6.652832,-3.234863
520,0.019775,-0.251587,0.925781,-0.915527,5.798340,-1.770020
530,0.022949,-0.176880,0.978516,-1.586914,5.187988,0.122070
540,0.053345,-0.157959,0.990845,-1.586914,5.065918,2.136230
550,0.073975,-0.252441,0.947632,-1.403809,4.577637,3.173828
560,0.016479,-0.280884,0.977295,-1.464844,3.906250,4.699707
571,0.046021,-0.200562,0.976562,-2.075195,4.394531,7.019043
581,0.076904,-0.171387,1.012329,-2.441406,5.737305,15.319824
590,0.055664,-0.223389,1.022583,-2.258301,7.568359,18.981934
600,-0.031128,-0.150024,1.093018,-1.586914,7.385254,22.094727
610,-0.038696,-0.140747,1.109863,-0.793457,6.774902,23.864746
620,-0.001587,-0.168457,1.121094,-0.061035,6.530762,25.085449
631,0.012939,-0.139648,1.052734,0.488281,5.676270,26.428223
641,-0.007202,-0.190186,0.986572,1.342773,5.126953,27.893066
650,-0.049683,-0.223267,0.980957,1.708984,4.577637,29.174805
662,-0.084229,-0.104736,0.895874,0.366211,4.821777,30.578613
671,-0.102417,-0.092529,0.967041,0.061035,4.943848,30.761719
681,-0.087036,-0.128784,0.956055,0.244141,4.516602,29.785156
690,-0.081909,-0.037354,0.975220,0.183105,4.089355,28.259277
701,-0.018066,-0.114624,0.935059,0.549316,3.417969,27.038574
710,0.049561,-0.081665,0.942627,0.610352,2.868652,25.695801
722,0.072510,-0.178955,0.953369,-0.305176,0.793457,23.925781
731,0.031250,-0.039673,0.951416,-0.915527,-0.549316,23.315430
741,0.007324,0.006226,0.974243,-1.281738,-0.915527,23.254395
751,-0.039307,-0.036133,1.080200,-1.159668,-0.610352,23.620605
760,0.014160,-0.078857,1.058838,-1.220703,-0.183105,23.864746
770,-0.015259,-0.114380,1.010620,-1.342773,-0.122070,23.864746
781,0.010010,-0.015869,1.009644,-1.525879,-0.854492,23.437500
791,0.014038,-0.073608,0.964233,-1.464844,-1.831055,22.583008
800,0.013184,-0.068481,1.038330,-1.586914,-3.234863,21.850586
811,0.050659,-0.090942,1.022827,-1.464844,-3.601074,21.240234
820,0.045898,-0.074707,0.953247,-1.403809,-4.333496,20.263672
830,0.013184,-0.186523,0.958496,-1.403809,-4.760742,19.287109
840,0.055542,-0.156494,0.978027,-1.403809,-4.943848,17.944336
850,0.011108,-0.106201,1.007446,-1.342773,-5.859375,16.540527
862,0.069458,-0.156860,0.953003,-0.976562,-7.507324,14.770508
871,0.069092,-0.228271,0.910645,-0.854492,-8.056641,13.793945
881,0.115479,-0.228882,0.935059,-1.098633,-8.056641,13.549805
890,0.127441,-0.165527,1.039917,-1.708984,-8.483887,13.549805
900,0.124268,-0.176025,1.015503,-1.525879,-9.094238,12.695313
910,0.068115,-0.094849,1.018066,-0.915527,-9.704590,11.535645
920,0.099609,-0.183960,0.988892,-0.549316,-10.192871,10.375977
932,0.102173,-0.257813,1.049072,-0.854492,-11.779785,7.019043
941,0.069336,-0.168457,0.919312,-0.915527,-12.878418,5.371094
951,0.085327,-0.151489,0.968262,-1.037598,-13.854980,3.906250
960,0.096924,-0.211182,1.040161,-1.464844,-14.282227,3.051758
970,0.058472,-0.006470,1.224487,-1.831055,-14.282227,1.831055
980,0.054443,-0.069336,1.143555,-1.647949,-14.648438,0.183105
990,0.043213,-0.264893,1.046631,-0.854492,-14.892578,-1.098633
1002,0.062744,-0.299805,0.933228,-2.258301,-15.563965,-4.150391
1011,0.100464,0.011108,1.032593,-2.685547,-16.235352,-5.615234
1021,0.061035,-0.181763,0.977051,-2.197266,-17.272949,-6.958008
1030,0.036743,-0.144653,1.019409,-2.014160,-16.906738,-7.934570
1041,0.006226,-0.224487,0.962158,-2.136230,-16.662598,-9.216309
1050,0.052612,-0.181885,1.044922,-2.258301,-16.174316,-10.742188
1060,0.004028,-0.154175,0.984619,-2.258301,-16.174316,-12.390137
1071,0.021973,-0.236572,0.964966,-2.075195,-16.906738,-15.747070
1081,0.044434,-0.257202,0.857788,-1.892090,-17.456055,-17.150879
1091,0.064331,-0.116333,0.974243,-1.892090,-17.272949,-18.249512
1101,0.006836,-0.280029,0.925049,-1.708984,-16.601562,-18.493652
1111,0.010742,-0.125000,0.999756,-1.953125,-16.296387,-19.348145
1120,0.029785,-0.150024,0.915405,-1.525879,-15.869141,-20.080566
1130,0.024170,-0.120239,0.955444,-1.220703,-15.136719,-20.935059
1142,-0.015625,-0.128906,0.927002,-0.854492,-14.465332,-22.216797
1152,-0.020386,-0.151123,0.881348,-1.159668,-14.099121,-22.888184
1161,-0.066772,-0.144897,0.840942,-1.892090,-13.427734,-23.437500
1171,-0.045532,-0.085937,0.942627,-2.502441,-12.512207,-23.925781
1181,-0.120239,-0.096802,0.890381,-3.112793,-12.451172,-24.597168
1190,-0.029907,-0.041016,0.995972,-3.051758,-11.840820,-25.695801
1200,-0.077881,-0.033447,1.045532,-2.746582,-11.230469,-26.733398
1212,-0.026123,-0.042847,1.049683,-2.441406,-10.131836,-28.320312
1222,0.062256,-0.066895,0.995239,-2.014160,-9.094238,-28.686523
1231,0.045288,-0.055786,1.036133,-1.647949,-8.789063,-28.747559
