timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
11,-0.046875,-0.129883,0.923462,0.610352,-4.333496,-20.935059
21,-0.024658,-0.144287,0.865112,0.244141,-3.051758,-19.836426
31,-0.002197,-0.147705,0.907349,-0.488281,-2.319336,-18.493652
41,0.001099,-0.088013,0.946899,-1.525879,-2.502441,-17.395020
51,-0.048950,-0.059692,0.971313,-2.380371,-2.563477,-15.991211
60,-0.027710,-0.013916,1.029053,-2.014160,-1.525879,-15.563965
70,-0.046631,-0.019287,1.006348,-1.647949,-1.647949,-15.625000
80,-0.006348,-0.044678,0.988281,-0.854492,-2.075195,-16.235352
90,0.002197,-0.078003,1.003906,-1.098633,-2.075195,-16.357422
100,-0.024536,-0.047119,0.982422,-0.305176,-1.342773,-15.563965
110,-0.020630,-0.077148,1.009766,0.244141,-1.098633,-14.221191
120,-0.059937,-0.037231,1.015503,0.671387,-1.098633,-13.183594
131,-0.072632,0.034546,1.101807,1.098633,-0.671387,-12.390137
140,-0.133545,-0.070435,1.018311,1.953125,0.549316,-11.047363
152,-0.140137,-0.129883,0.959595,2.685547,0.671387,-10.498047
161,-0.136719,-0.086182,0.990967,2.868652,1.403809,-10.009766
171,-0.121704,0.013184,1.003540,2.685547,1.770020,-9.399414
180,-0.109009,-0.038696,1.019531,2.380371,2.197266,-8.300781
190,-0.134644,-0.101807,1.041138,2.319336,2.868652,-7.690430
201,-0.129395,-0.100342,1.056030,2.563477,3.601074,-7.568359
210,-0.131958,-0.097046,1.018677,2.685547,4.333496,-7.385254
220,-0.094849,-0.110840,1.003784,2.807617,4.760742,-7.934570
231,-0.062134,-0.093018,1.059448,2.563477,4.150391,-8.789063
240,-0.053833,0.009888,1.084961,2.807617,4.028320,-10.009766
250,-0.067505,0.035156,1.110596,3.112793,4.028320,-11.779785
261,-0.020508,-0.034180,1.081421,3.662109,3.051758,-13.671875
270,-0.020386,-0.092651,1.042847,4.516602,3.234863,-15.686035
280,-0.068481,-0.144043,0.987427,4.882812,2.563477,-18.127441
292,-0.158447,-0.103882,0.900635,4.455566,3.479004,-20.507812
