timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
12,-0.045166,0.041748,1.074463,-3.784180,3.173828,15.930176
21,-0.065186,-0.082886,1.014038,-3.784180,2.685547,15.930176
31,-0.071899,-0.055908,1.037598,-3.662109,2.624512,15.502930
40,-0.066895,0.042969,1.024170,-3.356934,2.319336,15.075684
51,-0.078735,-0.059082,0.953247,-2.563477,2.258301,14.343262
60,-0.037964,-0.028931,0.972778,-1.892090,2.502441,13.977051
70,-0.075806,-0.161865,0.835571,-1.281738,2.197266,13.427734
83,-0.035645,-0.214233,0.912720,-0.854492,1.464844,12.939453
92,-0.015869,-0.042603,1.008911,0.610352,1.342773,13.244629
102,-0.025635,-0.209839,0.950562,-0.427246,2.075195,13.305664
111,-0.029785,-0.169434,0.925659,-0.244141,2.502441,12.939453
121,-0.065308,-0.242798,0.964233,-0.305176,2.502441,12.817383
130,-0.046631,-0.221680,0.884521,-0.183105,2.319336,12.756348
141,-0.014893,-0.194580,0.887329,-0.976562,2.197266,12.878418
151,-0.028931,-0.118530,0.893799,-1.770020,1.831055,13.305664
160,0.014771,-0.116089,0.935059,-1.953125,1.586914,14.099121
171,0.052246,0.042236,1.092896,-2.441406,2.258301,14.160156
180,-0.005981,-0.044189,1.035889,-2.319336,1.770020,14.343262
190,0.013916,-0.043091,1.103638,-1.708984,2.441406,14.038086
200,0.018555,-0.107788,1.097534,-1.403809,2.319336,13.427734
211,0.047852,-0.038086,1.013428,-1.464844,1.281738,11.840820
220,0.054077,-0.028809,1.083252,-1.586914,-0.366211,9.094238
230,0.024658,-0.077026,1.019409,-1.220703,0.122070,8.178711
240,0.110229,-0.115356,1.107544,-1.159668,-0.122070,7.141113
250,0.068848,-0.029785,1.043701,-1.037598,-0.671387,5.859375
261,0.093140,-0.054687,1.066406,-0.732422,-1.220703,4.577637
270,0.061035,-0.060669,1.028809,-0.976562,-2.502441,2.807617
281,0.026855,-0.018188,1.058228,-0.610352,-2.258301,0.854492
290,0.004272,-0.141479,1.031982,-0.427246,-2.868652,-3.601074
300,-0.034302,-0.026611,0.986084,-0.427246,-2.441406,-5.615234
311,-0.036255,0.002075,1.033691,-0.671387,-2.685547,-7.690430
321,-0.056030,-0.075928,0.987915,-0.671387,-1.831055,-9.643555
330,-0.105347,0.021118,1.114624,-0.732422,-1.220703,-11.718750
340,-0.169800,-0.084351,1.006958,-0.244141,-0.976562,-14.526367
350,-0.101807,0.114136,0.895264,0.183105,-0.183105,-17.639160
363,0.544556,-0.440063,0.903687,-1.159668,-2.502441,-19.165039
372,0.008545,-0.398682,0.846436,-1.708984,-6.286621,-17.211914
382,-0.131958,0.168823,0.950317,-1.037598,-6.652832,-12.756348
392,-0.275635,0.032227,0.783813,0.549316,-0.427246,-4.638672
401,0.379761,-0.040894,0.662842,1.281738,7.202148,4.638672
411,0.463745,-0.368774,0.964722,0.854492,10.253906,9.155273
420,-0.005127,-0.232544,0.939941,-1.770020,6.652832,9.399414
433,-0.349609,0.076050,1.144653,-2.258301,3.295898,6.713867
442,-0.183472,-0.247681,1.195923,0.305176,4.272461,4.760742
452,-0.057373,-0.449829,0.887939,0.915527,2.868652,3.356934
461,0.158203,-0.253540,0.867676,-1.159668,1.708984,3.723145
471,0.073608,-0.020386,0.842773,-2.868652,2.624512,6.958008
480,0.239502,0.185059,0.958618,-2.685547,5.310059,13.000488
491,0.122192,-0.093750,1.077026,-0.732422,7.568359,19.348145
500,-0.012939,-0.231689,1.038086,0.732422,7.202148,24.291992
512,-0.147827,-0.146606,1.024048,0.000000,7.202148,24.169922
522,-0.173706,-0.023193,1.011230,-0.427246,7.263184,23.193359
531,-0.158081,-0.109375,0.970215,0.000000,6.164551,21.789551
541,-0.154907,-0.217407,0.901001,0.671387,5.371094,20.874023
550,-0.086426,-0.256470,1.008057,0.183105,5.065918,20.263672
560,-0.007324,-0.195312,0.876587,-0.732422,5.004883,20.507812
571,0.085327,-0.177490,1.022705,-1.892090,5.432129,21.789551
581,0.095825,-0.106445,1.012085,-1.647949,4.760742,21.362305
590,0.084961,-0.201538,1.043823,-1.220703,4.272461,20.202637
600,-0.006714,-0.441284,0.971558,-1.159668,2.929688,18.127441
611,0.023682,-0.161011,1.028931,-2.014160,2.136230,15.014648
620,0.063354,-0.253662,0.874023,-2.807617,1.281738,13.000488
631,0.154297,-0.147827,0.914185,-3.356934,0.549316,10.864258
640,0.166016,-0.321655,0.838989,-2.990723,-0.549316,9.155273
650,0.165405,-0.305420,0.804443,-4.638672,-2.136230,8.605957
661,0.208984,-0.020264,0.988403,-6.042480,-2.258301,8.300781
670,0.187256,0.021484,1.187988,-6.164551,-2.319336,7.934570
680,0.169067,-0.069336,0.945435,-5.676270,-2.502441,6.469727
692,0.185913,0.067139,1.099609,-5.310059,-3.234863,4.089355
703,0.130127,-0.179321,0.924316,-5.249023,-6.469727,-2.136230
712,0.146973,0.084229,0.963379,-5.920410,-7.080078,-4.455566
722,0.123901,0.049194,0.889160,-6.042480,-7.324219,-5.737305
732,0.141968,0.108765,0.955322,-5.920410,-6.652832,-6.042480
742,0.107666,-0.085937,0.915161,-5.371094,-5.615234,-6.042480
751,0.081787,0.049683,1.060547,-5.493164,-5.737305,-6.103516
761,0.099243,0.020142,1.205322,-5.065918,-6.042480,-6.042480
770,0.072510,-0.016235,1.171265,-4.150391,-5.615234,-5.981445
780,0.075439,0.065308,1.166626,-2.807617,-5.493164,-5.615234
791,0.091919,-0.318237,0.924072,-1.220703,-5.859375,-4.089355
801,0.077515,-0.137329,0.964233,-0.244141,-5.981445,-2.258301
811,0.041748,-0.254395,0.917114,-0.793457,-4.821777,0.366211
820,0.014282,-0.106079,0.940186,-1.708984,-3.784180,2.807617
831,0.014038,-0.193848,0.924316,-2.441406,-2.624512,5.126953
840,-0.031006,-0.129272,0.933838,-3.356934,-2.197266,6.958008
850,-0.028931,0.004761,1.080078,-3.540039,-2.563477,7.873535
862,-0.004761,0.018188,1.007080,-3.479004,-2.807617,8.728027
871,0.010132,-0.058228,0.983154,-3.295898,-2.563477,9.338379
881,-0.006836,-0.181396,0.910645,-3.356934,-2.746582,9.643555
890,-0.041260,0.024170,1.029663,-3.723145,-2.624512,9.704590
900,-0.028320,-0.101929,0.961060,-3.906250,-2.746582,9.887695
910,-0.008667,0.019043,1.020264,-3.906250,-2.197266,10.192871
923,-0.036865,-0.012207,0.948242,-4.272461,-1.892090,10.681152
932,-0.039185,0.051025,1.019287,-4.455566,-1.464844,10.681152
942,-0.110596,-0.122192,0.940430,-3.906250,-1.770020,10.131836
951,-0.075073,0.020508,1.048096,-3.479004,-1.586914,8.972168
961,-0.088501,-0.141357,0.944458,-2.807617,-1.953125,8.117676
971,-0.025269,-0.082397,0.956665,-1.831055,-1.708984,7.019043
981,-0.034546,-0.073242,1.001953,-1.037598,-2.014160,5.859375
990,0.030029,-0.241211,0.963013,15.258789,-2.075195,4.760742
1000,0.032349,-0.062988,1.079346,0.732422,-1.892090,4.821777
1010,0.031616,-0.286133,0.915405,1.586914,-1.708984,4.699707
1020,0.077026,-0.121216,0.968872,2.014160,-1.525879,5.187988
1030,0.083374,-0.217041,0.968018,2.075195,-1.403809,5.493164
1040,0.073975,-0.233398,0.900269,2.441406,-1.281738,6.286621
1050,0.064331,-0.085327,1.016724,2.624512,-1.586914,7.141113
1061,0.054321,-0.291260,0.946289,2.319336,-2.075195,8.361816
1071,0.022339,-0.122437,0.979370,1.342773,-2.014160,8.483887
1081,-0.002319,-0.213989,0.979858,0.244141,-1.892090,8.605957
1090,0.010986,-0.079712,1.035767,-0.610352,-1.586914,8.056641
1100,0.001953,-0.038696,1.045410,-1.281738,-2.075195,7.263184
1110,-0.031616,-0.199585,0.932861,-1.464844,-2.075195,7.019043
1120,0.000854,-0.038574,1.028198,-1.892090,-2.197266,6.896973
1131,-0.007446,-0.068726,1.013184,-2.624512,-2.197266,7.202148
1141,-0.039917,0.008423,1.113159,-2.868652,-1.831055,7.812500
1151,0.017578,-0.100464,1.092041,-2.319336,-1.464844,9.033203
1160,0.009644,-0.114746,1.060913,-2.319336,-1.159668,9.826660
1170,0.027100,0.024048,1.095459,-2.380371,-1.342773,10.437012
1180,-0.034302,0.025513,1.095215,-2.197266,-1.525879,11.230469
1190,0.001587,-0.088379,1.071289,-1.770020,-1.708984,11.352539
1202,-0.009277,-0.091064,0.954224,-0.610352,-1.953125,11.657715
1212,-0.078979,-0.189087,0.905884,0.000000,-1.586914,11.718750
1222,-0.015625,-0.140259,0.950317,0.305176,-1.892090,11.108398
1232,-0.076538,-0.225220,0.931641,0.183105,-1.953125,10.192871
1241,-0.012573,-0.088989,0.988525,0.000000,-2.075195,8.483887
1251,-0.021362,-0.052734,1.084106,0.122070,-2.441406,6.774902
1260,-0.002563,-0.256470,0.903198,0.366211,-2.685547,5.310059
1270,-0.012939,-0.117310,0.956177,0.366211,-2.868652,3.601074
1282,0.011475,-0.238281,0.958130,0.488281,-2.990723,2.014160
1291,0.030518,-0.067139,0.994141,0.610352,-3.051758,1.464844
1301,0.044434,-0.011230,1.022583,0.732422,-2.685547,1.220703
1310,0.037598,-0.187256,0.979492,0.793457,-2.441406,0.854492
1320,0.005493,-0.033203,1.010864,0.488281,-2.868652,0.244141
1330,0.054565,0.034424,1.120850,0.427246,-2.807617,-0.427246
1343,0.054199,-0.107544,0.981567,0.854492,-3.356934,-2.197266
1352,0.070190,0.028198,1.015747,0.976562,-3.601074,-2.929688
1361,0.046509,-0.120972,0.963867,0.915527,-3.540039,-3.479004
1371,0.080444,-0.050903,0.966553,0.610352,-3.967285,-3.845215
1380,0.093140,-0.038330,1.007080,0.305176,-4.028320,-3.784180
1390,0.065552,-0.104736,0.926270,-0.061035,-3.417969,-3.295898
1401,0.060669,0.024292,1.054565,-0.061035,-2.929688,-2.990723
1410,0.049438,-0.013550,1.017822,0.305176,-2.746582,-2.929688
1422,-0.031616,0.073364,1.107910,1.098633,-2.502441,-3.234863
1431,-0.022095,-0.038696,1.131104,1.831055,-2.563477,-3.234863
1441,0.027222,-0.293091,1.050659,2.807617,-1.708984,-2.990723
1450,0.099731,-0.242187,1.069580,2.563477,-1.159668,-2.685547
1460,-0.015869,-0.276245,1.008545,2.441406,-2.136230,-2.319336
1470,-0.028687,-0.251831,0.889893,2.502441,-2.868652,-1.892090
1480,0.080566,0.019897,0.901733,2.197266,-2.502441,-0.793457
1491,0.062744,-0.264282,0.902588,1.586914,-0.549316,2.075195
1501,0.020996,-0.025269,1.036499,0.976562,-0.244141,2.563477
1511,-0.057983,-0.161011,1.001221,0.732422,-0.610352,2.197266
1520,-0.094482,-0.224121,0.953979,0.549316,-0.854492,1.159668
1530,-0.081787,0.028809,1.061768,0.793457,-0.366211,0.427246
1540,-0.034912,-0.050537,1.109253,1.037598,-0.671387,0.061035
1550,-0.042358,-0.186523,0.974121,1.220703,-0.854492,-0.183105
1560,0.002319,-0.066162,1.043091,1.647949,0.183105,2.136230
1570,-0.009521,-0.234375,0.811523,0.854492,0.549316,3.479004
1580,0.033569,-0.127197,0.896729,-0.061035,1.098633,4.516602
1590,-0.038940,-0.165771,0.846313,-0.549316,2.136230,4.882812
1600,-0.042969,0.011963,0.942383,-1.525879,1.892090,4.394531
1610,-0.084229,-0.118896,0.953491,-1.647949,1.770020,3.662109
1620,-0.123291,-0.240479,0.912720,-1.770020,1.342773,0.122070
1630,-0.126831,0.011841,1.175659,-2.197266,1.708984,-1.342773
1640,-0.051514,-0.238159,1.088867,-1.220703,2.197266,-2.197266
1650,-0.029907,-0.122437,1.027344,-0.122070,2.319336,-2.929688
1660,0.054932,-0.087646,1.048950,0.305176,2.685547,-2.807617
1670,0.067139,-0.252686,0.959595,0.000000,3.051758,-2.197266
1680,0.092529,-0.084717,0.978638,-0.183105,3.417969,-1.403809
1693,0.088867,-0.317261,0.916382,0.305176,3.723145,0.671387
1702,0.107422,-0.251587,0.916260,-0.244141,3.112793,1.098633
1712,0.144165,-0.132690,1.022461,-0.305176,3.356934,1.342773
